# BIDS-Eye synonym collision report
# Generated by RAG/audit_collisions.py

## task  (1184 concepts)
# CRITICAL=239  HIGH=1075  MEDIUM=8539  EMBED=0

CRITICAL resting_state_technical.synonyms["resting-state baseline"] (w=0.1, score=100) → calibration_baseline.synonym["resting-state baseline"]
MEDIUM   motor_imagery_neurofeedback_pre.synonyms["MI-NF session 1"] (w=0.1, score=90) → imagined_speech.synonym["si"]
MEDIUM   motor_imagery_neurofeedback_pre.synonyms["pre-intervention motor imagery BCI"] (w=0.1, score=90) → motor_imagery_general.synonym["motor imagery"]
MEDIUM   motor_imagery_neurofeedback_pre.synonyms["pre-training MI neurofeedback"] (w=0.1, score=90) → neurofeedback_general.synonym["neurofeedback"]
MEDIUM   motor_imagery_vs_rest.synonyms["motor imagery vs rest"] (w=1.0, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_imagery_vs_rest.synonyms["motor imagery vs rest"] (w=1.0, score=90) → motor_imagery_general.synonym["motor imagery"]
MEDIUM   motor_imagery_vs_rest.synonyms["kinesthetic imagery"] (w=0.8, score=90) → motor_somasensory.synonym["kinesthetic"]
MEDIUM   motor_imagery_vs_rest.synonyms["mental motor imagery"] (w=0.8, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_imagery_vs_rest.synonyms["mental motor imagery"] (w=0.8, score=90) → motor_imagery_general.synonym["motor imagery"]
MEDIUM   motor_imagery_vs_rest.synonyms["rest vs. ERD"] (w=0.5, score=90) → emotion_processing_regulation.synonym["er"]
MEDIUM   motor_imagery_vs_rest.synonyms["motor imagery vs. rest"] (w=0.7, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_imagery_vs_rest.synonyms["motor imagery vs. rest"] (w=0.7, score=90) → motor_imagery_general.synonym["motor imagery"]
MEDIUM   motor_imagery_vs_rest.synonyms["motor imagery vs resting state"] (w=0.1, score=90) → motor_imagery_general.synonym["motor imagery"]
MEDIUM   motor_imagery_vs_rest.synonyms["motor imagery vs idle"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_imagery_vs_rest.synonyms["motor imagery vs idle"] (w=0.1, score=90) → motor_imagery_general.synonym["motor imagery"]
MEDIUM   motor_imagery_vs_rest.synonyms["motor imagery-rest contrast"] (w=0.1, score=90) → motor_imagery_general.synonym["motor imagery"]
MEDIUM   motor_imagery_vs_rest.synonyms["imagined motion vs rest"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_variant_001.synonyms["motor task variant 1"] (w=0.1, score=90) → motor_task_variant_2.label["motor task (variant 2)"]
MEDIUM   motor_task_variant_001.synonyms["fine motor task 001"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_variant_001.synonyms["finger-tapping task 001"] (w=0.1, score=90) → finger_tapping_task.synonym["tapping task"]
MEDIUM   motor_task_variant_001.synonyms["hand motor task 001"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_variant_001.synonyms["haptic task 001"] (w=0.1, score=90) → transitive_inference_task.synonym["ti"]
MEDIUM   motor_task_variant_001.synonyms["haptic task 001"] (w=0.1, score=90) → motor_somasensory.synonym["haptic"]
MEDIUM   motor_task_variant_001.synonyms["motor execution 001"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_variant_001.synonyms["motor execution task 001"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_variant_001.synonyms["motor paradigm 001"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_variant_001.synonyms["motor response task 001"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_variant_001.synonyms["motor task v001"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_variant_001.synonyms["motor task var 001"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_variant_001.synonyms["motor task variant 1"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_variant_001.synonyms["somatomotor task 001"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_variant_002.synonyms["motortask 002"] (w=0.1, score=90) → object_memory_task.synonym["ort"]
MEDIUM   motor_task_variant_002.synonyms["motortask 002"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_variant_002.synonyms["motor block 002"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_variant_002.synonyms["motor paradigm 002"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_variant_002.synonyms["motor localizer 002"] (w=0.1, score=90) → conditional_visual_associative_learning.synonym["cal"]
MEDIUM   motor_task_variant_002.synonyms["motor localizer 002"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_variant_002.synonyms["motor activation 002"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_variant_002.synonyms["motor control task 002"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_variant_002.synonyms["motor execution task 002"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_variant_002.synonyms["sensorimotor task 002"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_variant_002.synonyms["sensori-motor task 002"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_variant_002.synonyms["somatomotor task 002"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_variant_002.synonyms["somato-motor task 002"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_variant_1.synonyms["motor mapping"] (w=0.1, score=90) → motor_mapping_three_fingers.label["motor mapping (three fingers)"]
MEDIUM   motor_task_variant_1.synonyms["motor mapping"] (w=0.1, score=90) → motor_mapping_five_fingers.label["motor mapping (five fingers)"]
MEDIUM   motor_task_variant_1.synonyms["motor task"] (w=0.1, score=90) → motor_task_ball_left_hand.label["motor task (ball, left hand)"]
MEDIUM   motor_task_variant_1.synonyms["motor task"] (w=0.1, score=90) → motor_task_ball_right_hand.label["motor task (ball, right hand)"]
MEDIUM   motor_task_variant_1.synonyms["motor task"] (w=0.1, score=90) → fresh_motor_task.label["fresh motor task"]
MEDIUM   motor_task_variant_1.synonyms["motor task"] (w=0.1, score=90) → goal_directed_motor_task.label["goal-directed motor task"]
MEDIUM   motor_task_variant_1.synonyms["motor task"] (w=0.1, score=90) → motor_task_variant_001.label["motor task (variant 001)"]
MEDIUM   motor_task_variant_1.synonyms["motor task"] (w=0.1, score=90) → motor_task_variant_002.label["motor task (variant 002)"]
MEDIUM   motor_task_variant_1.synonyms["motor task"] (w=0.1, score=90) → motor_task_variant_2.label["motor task (variant 2)"]
MEDIUM   motor_task_variant_1.synonyms["motor task"] (w=0.1, score=90) → motor_task_general.label["motor task (general)"]
MEDIUM   motor_task_variant_1.synonyms["motor task"] (w=0.1, score=90) → sensorimotor_task_general.label["sensorimotor task (general)"]
MEDIUM   motor_task_variant_1.synonyms["motor task"] (w=0.1, score=90) → visual_motor_task_general.label["visual-motor task (general)"]
MEDIUM   motor_task_variant_1.synonyms["motor task"] (w=0.1, score=90) → body_motor_task.label["body motor task"]
MEDIUM   motor_task_variant_1.synonyms["motor task"] (w=0.1, score=90) → cued_multi_finger_motor_task.label["cued multi-finger motor task"]
MEDIUM   motor_task_variant_1.synonyms["motor task"] (w=0.1, score=90) → cued_single_finger_motor_task.label["cued single-finger motor task"]
MEDIUM   motor_task_variant_1.synonyms["motor task"] (w=0.1, score=90) → finger_motor_task.label["finger motor task"]
MEDIUM   motor_task_variant_1.synonyms["motor task"] (w=0.1, score=90) → hand_grasp_motor_task.label["hand grasp motor task"]
MEDIUM   motor_task_variant_1.synonyms["motor task"] (w=0.1, score=90) → hand_motor_task.label["hand motor task"]
MEDIUM   motor_task_variant_1.synonyms["motor task"] (w=0.1, score=90) → passive_motor_task.label["passive motor task"]
MEDIUM   motor_task_variant_1.synonyms["motor task"] (w=0.1, score=90) → pressing_motor_task.label["pressing motor task"]
MEDIUM   motor_task_variant_1.synonyms["motor task"] (w=0.1, score=90) → right_motor_task_baseline.label["right motor task baseline"]
MEDIUM   motor_task_variant_1.synonyms["motor task"] (w=0.1, score=90) → shoulder_abduction_motor_task.label["shoulder abduction motor task"]
MEDIUM   motor_task_variant_1.synonyms["motor task"] (w=0.1, score=90) → somatomotor_task.label["somatomotor task"]
MEDIUM   motor_task_variant_1.synonyms["finger tapping task"] (w=0.1, score=90) → finger_tapping_task.synonym["tapping task"]
MEDIUM   motor_task_variant_1.synonyms["finger-tapping task"] (w=0.1, score=90) → finger_tapping_task.synonym["tapping task"]
MEDIUM   motor_task_variant_1.synonyms["motor activation task"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_variant_1.synonyms["motor control task"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_variant_1.synonyms["motor execution paradigm"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_variant_1.synonyms["motor mapping"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_variant_1.synonyms["motor mapping paradigm"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_variant_1.synonyms["motor mapping task"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_variant_1.synonyms["motor performance task"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_variant_1.synonyms["motor response task"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_variant_1.synonyms["motor task"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_variant_1.synonyms["perceptuo-motor task"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_variant_1.synonyms["perceptuo-motor task"] (w=0.1, score=90) → perception_general.synonym["percept"]
MEDIUM   motor_task_variant_1.synonyms["visuo-motor task"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_variant_1.synonyms["visuomotor task"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_variant_1.synonyms["visuomotor task"] (w=0.1, score=90) → visual_orthographic_processing.synonym["om"]
MEDIUM   motor_task_variant_2.synonyms["motor 2"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_variant_2.synonyms["motor run 2"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_variant_2.synonyms["motor task 2"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_variant_2.synonyms["motor task 2nd variant"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_variant_2.synonyms["motor task run 2"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_variant_2.synonyms["motor task run II"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_variant_2.synonyms["motor task second run"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_variant_2.synonyms["motor task variant II"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_variant_2.synonyms["motor task variant two"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_variant_2.synonyms["motor task version II"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_variant_2.synonyms["motor task version two"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_variant_2.synonyms["motor-2"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_variant_2.synonyms["motor_2"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_variant_2.synonyms["motor_task_run_2"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_variant_2.synonyms["second motor task"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_variant_2.synonyms["sensorimotor run 2"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_variant_2.synonyms["sensorimotor task run 2"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_mapping_three_fingers.synonyms["3-finger motor localizer"] (w=0.1, score=90) → motor_localizer.label["motor localizer"]
MEDIUM   motor_mapping_three_fingers.synonyms["motor localizer (3 fingers)"] (w=0.1, score=90) → motor_localizer.label["motor localizer"]
MEDIUM   motor_mapping_three_fingers.synonyms["3-finger motor localizer"] (w=0.1, score=90) → conditional_visual_associative_learning.synonym["cal"]
MEDIUM   motor_mapping_three_fingers.synonyms["3-finger motor localizer"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_mapping_three_fingers.synonyms["3-finger motor task"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_mapping_three_fingers.synonyms["3-finger tapping"] (w=0.1, score=90) → emotion_processing_regulation.synonym["er"]
MEDIUM   motor_mapping_three_fingers.synonyms["3-finger tapping task"] (w=0.1, score=90) → finger_tapping_task.synonym["finger tapping"]
MEDIUM   motor_mapping_three_fingers.synonyms["3-finger tapping task"] (w=0.1, score=90) → finger_tapping_task.synonym["tapping task"]
MEDIUM   motor_mapping_three_fingers.synonyms["self-paced three-finger tapping"] (w=0.1, score=90) → finger_tapping_task.synonym["finger tapping"]
MEDIUM   motor_mapping_three_fingers.synonyms["three digit motor task"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_mapping_three_fingers.synonyms["three finger motor imagery"] (w=0.1, score=90) → motor_imagery_general.synonym["motor imagery"]
MEDIUM   motor_mapping_three_fingers.synonyms["three finger tapping task"] (w=0.1, score=90) → finger_tapping_task.synonym["finger tapping"]
MEDIUM   motor_mapping_three_fingers.synonyms["three finger tapping task"] (w=0.1, score=90) → finger_tapping_task.synonym["tapping task"]
MEDIUM   motor_mapping_three_fingers.synonyms["three-digit motor task"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_mapping_three_fingers.synonyms["three-finger motor task"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_mapping_five_fingers.synonyms["sequential finger movements"] (w=0.3, score=90) → finger_tapping_task.synonym["finger movements"]
MEDIUM   motor_mapping_five_fingers.synonyms["finger tapping task"] (w=0.1, score=90) → finger_tapping_task.synonym["tapping task"]
MEDIUM   motor_mapping_five_fingers.synonyms["finger-tapping task"] (w=0.1, score=90) → finger_tapping_task.synonym["tapping task"]
MEDIUM   motor_mapping_five_fingers.synonyms["fingertapping task"] (w=0.1, score=90) → finger_tapping_task.synonym["tapping task"]
MEDIUM   motor_mapping_five_fingers.synonyms["thumb-to-finger tapping"] (w=0.1, score=90) → finger_tapping_task.synonym["finger tapping"]
MEDIUM   motor_mapping_five_fingers.synonyms["sequential finger tapping"] (w=0.1, score=90) → finger_tapping_task.synonym["finger tapping"]
MEDIUM   motor_mapping_five_fingers.synonyms["5-finger tapping"] (w=0.1, score=90) → emotion_processing_regulation.synonym["er"]
MEDIUM   motor_mapping_five_fingers.synonyms["five finger tapping task"] (w=0.1, score=90) → finger_tapping_task.synonym["finger tapping"]
MEDIUM   motor_mapping_five_fingers.synonyms["five finger tapping task"] (w=0.1, score=90) → finger_tapping_task.synonym["tapping task"]
MEDIUM   motor_mapping_five_fingers.synonyms["hand motor localizer"] (w=0.1, score=90) → conditional_visual_associative_learning.synonym["cal"]
MEDIUM   motor_mapping_five_fingers.synonyms["hand motor localizer"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_mapping_five_fingers.synonyms["hand knob localizer"] (w=0.1, score=90) → conditional_visual_associative_learning.synonym["cal"]
MEDIUM   motor_mapping_five_fingers.synonyms["finger motor localizer"] (w=0.1, score=90) → conditional_visual_associative_learning.synonym["cal"]
MEDIUM   motor_mapping_five_fingers.synonyms["finger motor localizer"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   mirror_neuron_task.synonyms["action perception task"] (w=0.1, score=90) → perception_general.synonym["percept"]
MEDIUM   mirror_neuron_task.synonyms["imitation task"] (w=0.1, score=90) → transitive_inference_task.synonym["ti"]
MEDIUM   mirror_neuron_task.synonyms["motor resonance task"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   mirror_neuron_task.synonyms["motor simulation task"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_general.synonyms["sensorimotor task"] (w=0.1, score=90) → sensorimotor_task_general.label["sensorimotor task (general)"]
MEDIUM   motor_task_general.synonyms["motor localizer"] (w=0.1, score=90) → arm_motor_localizer_cast.label["arm motor localizer (cast dataset)"]
MEDIUM   motor_task_general.synonyms["motor localizer"] (w=0.1, score=90) → finger_foot_lips_motor_localizer.label["finger-foot-lips motor localizer"]
MEDIUM   motor_task_general.synonyms["motor localizer"] (w=0.1, score=90) → leg_motor_localizer_cast.label["leg motor localizer (cast dataset)"]
MEDIUM   motor_task_general.synonyms["motor localizer"] (w=0.1, score=90) → leg_motor_localizer_variant2_cast.label["leg motor localizer (variant 2, cast dataset)"]
MEDIUM   motor_task_general.synonyms["motor localizer"] (w=0.1, score=90) → locomotion_motor_localizer.label["locomotion motor localizer"]
MEDIUM   motor_task_general.synonyms["motor localizer"] (w=0.1, score=90) → trunk_motor_localizer_cast.label["trunk motor localizer (cast dataset)"]
MEDIUM   motor_task_general.synonyms["motor localizer"] (w=0.1, score=90) → trunk_motor_localizer_half_imagery_cast.label["trunk motor localizer (half imagery, cast dataset)"]
MEDIUM   motor_task_general.synonyms["motor localizer"] (w=0.1, score=90) → trunk_motor_localizer_half_movement_cast.label["trunk motor localizer (half movement, cast dataset)"]
MEDIUM   motor_task_general.synonyms["motor localizer"] (w=0.1, score=90) → motion_localizer.label["motion localizer"]
MEDIUM   motor_task_general.synonyms["motor localizer"] (w=0.1, score=90) → auditory_motor_localizer.label["auditory-motor localizer"]
MEDIUM   motor_task_general.synonyms["motor paradigm"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_general.synonyms["motor execution task"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_general.synonyms["motor execution paradigm"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_general.synonyms["motor control task"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_general.synonyms["sensorimotor task"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_general.synonyms["sensorimotor paradigm"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_general.synonyms["motor localizer"] (w=0.1, score=90) → conditional_visual_associative_learning.synonym["cal"]
MEDIUM   motor_task_general.synonyms["motor localizer"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_general.synonyms["motor localizer"] (w=0.1, score=90) → emotion_processing_regulation.synonym["er"]
MEDIUM   motor_task_general.synonyms["motor localiser"] (w=0.1, score=90) → conditional_visual_associative_learning.synonym["cal"]
MEDIUM   motor_task_general.synonyms["motor localiser"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_general.synonyms["motor localiser"] (w=0.1, score=90) → emotion_processing_regulation.synonym["er"]
MEDIUM   motor_task_general.synonyms["motor activation task"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_general.synonyms["motor performance task"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_general.synonyms["motor mapping task"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_general.synonyms["visuomotor task"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_general.synonyms["visuomotor task"] (w=0.1, score=90) → visual_orthographic_processing.synonym["om"]
MEDIUM   motor_task_general.synonyms["motor behavior task"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_task_general.synonyms["motor behaviour task"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_bci_two_class.synonyms["left vs right motor imagery"] (w=0.1, score=90) → motor_imagery_general.synonym["motor imagery"]
MEDIUM   motor_bci_two_class.synonyms["2-class ME-BCI"] (w=0.1, score=90) → symbol_search_task.synonym["ss"]
MEDIUM   motor_bci_two_class.synonyms["two-class ME BCI"] (w=0.1, score=90) → symbol_search_task.synonym["ss"]
MEDIUM   motor_bci_two_class_pediatric.synonyms["child BCI motor game"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_bci_two_class_pediatric.synonyms["child binary motor imagery BCI"] (w=0.1, score=90) → motor_imagery_general.synonym["motor imagery"]
MEDIUM   motor_bci_two_class_pediatric.synonyms["children's two-class motor imagery task"] (w=0.1, score=90) → motor_imagery_general.synonym["motor imagery"]
MEDIUM   motor_bci_two_class_pediatric.synonyms["kids' motor BCI"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_bci_two_class_pediatric.synonyms["left-right motor imagery BCI (pediatric)"] (w=0.1, score=90) → motor_imagery_general.synonym["motor imagery"]
MEDIUM   motor_bci_two_class_pediatric.synonyms["paediatric motor neurofeedback"] (w=0.1, score=90) → neurofeedback_general.synonym["neurofeedback"]
MEDIUM   motor_bci_two_class_pediatric.synonyms["pediatric motor imagery BCI (2-class)"] (w=0.1, score=90) → motor_imagery_general.synonym["motor imagery"]
MEDIUM   motor_bci_three_class.synonyms["three-class sensorimotor rhythm BCI"] (w=0.1, score=90) → sensorimotor_rhythm_bci.label["sensorimotor rhythm bci"]
MEDIUM   motor_bci_three_class.synonyms["ternary MI-BCI"] (w=0.1, score=90) → emotion_processing_regulation.synonym["er"]
MEDIUM   motor_bci_three_class.synonyms["ternary motor imagery BCI"] (w=0.1, score=90) → motor_imagery_general.synonym["motor imagery"]
MEDIUM   motor_bci_three_class.synonyms["3-class SMR BCI"] (w=0.1, score=90) → symbol_search_task.synonym["ss"]
MEDIUM   motor_bci_three_class.synonyms["3-class motor imagery paradigm"] (w=0.1, score=90) → motor_imagery_general.synonym["motor imagery"]
MEDIUM   motor_bci_three_class.synonyms["three-class motor imagery paradigm"] (w=0.1, score=90) → motor_imagery_general.synonym["motor imagery"]
MEDIUM   motor_bci_three_class.synonyms["3-choice motor BCI"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_bci_three_class.synonyms["three-choice motor BCI"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_bci_three_class.synonyms["3-class ERD BCI"] (w=0.1, score=90) → symbol_search_task.synonym["ss"]
MEDIUM   motor_bci_three_class.synonyms["3-class ERD BCI"] (w=0.1, score=90) → emotion_processing_regulation.synonym["er"]
MEDIUM   motor_bci_three_class.synonyms["3-class ME-BCI"] (w=0.1, score=90) → symbol_search_task.synonym["ss"]
MEDIUM   motor_localizer.synonyms["motor localiser"] (w=0.1, score=90) → conditional_visual_associative_learning.synonym["cal"]
MEDIUM   motor_localizer.synonyms["motor localiser"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_localizer.synonyms["motor localiser"] (w=0.1, score=90) → emotion_processing_regulation.synonym["er"]
MEDIUM   motor_localizer.synonyms["motor localizer task"] (w=0.1, score=90) → conditional_visual_associative_learning.synonym["cal"]
MEDIUM   motor_localizer.synonyms["motor localizer task"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_localizer.synonyms["motor localiser task"] (w=0.1, score=90) → conditional_visual_associative_learning.synonym["cal"]
MEDIUM   motor_localizer.synonyms["motor localiser task"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_localizer.synonyms["motor localizer paradigm"] (w=0.1, score=90) → conditional_visual_associative_learning.synonym["cal"]
MEDIUM   motor_localizer.synonyms["motor localizer paradigm"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_localizer.synonyms["motor localiser paradigm"] (w=0.1, score=90) → conditional_visual_associative_learning.synonym["cal"]
MEDIUM   motor_localizer.synonyms["motor localiser paradigm"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_localizer.synonyms["motor mapping task"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_localizer.synonyms["motor mapping paradigm"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_localizer.synonyms["fMRI motor localizer"] (w=0.1, score=90) → conditional_visual_associative_learning.synonym["cal"]
MEDIUM   motor_localizer.synonyms["fMRI motor localizer"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_localizer.synonyms["motor fMRI localizer"] (w=0.1, score=90) → conditional_visual_associative_learning.synonym["cal"]
MEDIUM   motor_localizer.synonyms["motor fMRI localizer"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_localizer.synonyms["finger tapping localizer"] (w=0.1, score=90) → conditional_visual_associative_learning.synonym["cal"]
MEDIUM   motor_localizer.synonyms["finger tapping localizer"] (w=0.1, score=90) → finger_tapping_task.synonym["finger tapping"]
MEDIUM   motor_localizer.synonyms["finger-tapping localizer"] (w=0.1, score=90) → conditional_visual_associative_learning.synonym["cal"]
MEDIUM   motor_localizer.synonyms["motor cortex localizer"] (w=0.1, score=90) → object_memory_task.synonym["ort"]
MEDIUM   motor_localizer.synonyms["motor cortex localizer"] (w=0.1, score=90) → conditional_visual_associative_learning.synonym["cal"]
MEDIUM   motor_localizer.synonyms["motor cortex localizer"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_localizer.synonyms["motor cortex localiser"] (w=0.1, score=90) → object_memory_task.synonym["ort"]
MEDIUM   motor_localizer.synonyms["motor cortex localiser"] (w=0.1, score=90) → conditional_visual_associative_learning.synonym["cal"]
MEDIUM   motor_localizer.synonyms["motor cortex localiser"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_localizer.synonyms["hand motor localizer"] (w=0.1, score=90) → conditional_visual_associative_learning.synonym["cal"]
MEDIUM   motor_localizer.synonyms["hand motor localizer"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   motor_localizer.synonyms["motor mapping fMRI"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   sensorimotor_task_general.synonyms["sensory-motor task"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   sensorimotor_task_general.synonyms["sensory motor task"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   sensorimotor_task_general.synonyms["sensorimotor paradigm"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   sensorimotor_task_general.synonyms["sensory-motor paradigm"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
